ID,lat,lon
263,40.71729,-73.996375
295,40.714067,-73.992939
296,40.714131,-73.997047
307,40.714275,-73.9899
308,40.713079,-73.998512
331,40.711731,-73.99193
340,40.71269,-73.987763
355,40.716021,-73.999744
361,40.716059,-73.991908
408,40.710762,-73.994004
412,40.715815,-73.994224
531,40.718939,-73.992663
2009,40.711174,-73.996826
